identifier,name,description
140c9070-138f-59f7-a1a1-ad3f1815b981,,Represent multi-step real-world problems using the four operations with an equation with a letter standing for the unknown
44a2143c-250e-5d19-b1b2-60ffd670ea61,,Assess the reasonableness of answers to a multi-step real-world problem using the four operations using mental computation and/or estimation strategies
7e561083-58c0-554a-8cb0-ff5621464fad,,Solve multi-step real-world problems using the four operations
e1589f99-6dd3-56a0-b387-32ceadb75cc3,,Solve multi-step real-world problems using the four operations in situations where a remainder must be interpreted
144856f4-26da-5abc-af5f-02f1f71d0bed,,Decompose a fraction into a sum of fractions with the same denominator in more than one way
1e84f1d7-7d88-5fe7-bb9b-5ee7bb7956a4,,Record decomposition of mixed numbers as an equation
288a6904-d7d3-56f9-b8a0-3daab7219252,,"Justify decomposition of mixed numbers using a visual model (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
5be2e8e4-9026-56eb-b55a-5f5d6ed7d4e6,,Justify decomposition of mixed numbers using a visual model
78c91fb0-7a7c-5ec7-a2a2-e63a35f96f17,,"Decompose a fraction into a sum of fractions with the same denominator in more than one way (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
7b4b5bc6-90dc-5ac7-ae2f-b23bc4232bc8,,Record decomposition of fractions as an equation
8dc1a96f-e651-5962-b7ab-d5e811e99b81,,Decompose a mixed number into a sum of fractions with the same denominator in more than one way
a3248bfb-32d9-5182-b971-95d7ba9d1155,,"Decompose a mixed number into a sum of fractions with the same denominator in more than one way (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
b6ee14d2-93e8-5bf2-a4c5-cedb438fe107,,"Record decomposition of fractions as an equation (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
c152b85c-2893-547f-9114-3cecf2ef0b4f,,"Justify decomposition of fractions using a visual model (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
d533aa7d-a89a-57d9-ba72-73d4658d75f1,,"Record decomposition of mixed numbers as an equation (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
eadbe803-6499-5c02-8be6-079dd03b161c,,Justify decomposition of fractions using a visual model
5f41fba8-f5db-5d70-9df9-1da0545355d0,,Measure the difference between the centers of two numerical data distributions by expressing it as a multiple of a measure of variability
5f434177-9416-5a5a-920b-22459ad31d6d,,Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities
a6f3f96d-a2d8-5ba5-95e8-33991edcecbc,,Interpret the mean absolute deviation (MAD) of a set of data
0af31c8a-8b82-5b02-8919-21621b5ee394,,Know and apply precise definitions of angles
0b2fd3cb-176e-50eb-9cdb-e16c456b51a6,,"Understand and use definitions of angles, circles, perpendicular lines, parallel lines, and line segments based on the undefined term of a point, a line, the distance along a line, and the length of an arc"
85a750ee-d398-5ed7-b059-881ea41e7a61,,Know and apply precise definitions of circles
9e0d446e-8a30-58a3-b6a9-6727c7de57a1,,Know and apply precise definitions of parallel and perpendicular lines
d8c95de3-bc8b-5d6f-bf4d-244b9af63aee,,Know and apply precise definitions of line segments
dc6cd2b8-5246-551a-8c58-a4a60ca875b1,,Know and apply the differences between the properties of parallel and perpendicular lines
62944522-a118-54ed-9fa5-c7c14ec2e644,,"Assuming a rational or radical equation has a solution, construct a convincing argument that justifies each step in the solution process"
db1eb670-30ed-5d2a-8bac-90e702c98374,,"Assuming an equation has a solution, construct a convincing argument that justifies each step in the solution process"
de269aab-89f6-5481-8797-95ddf47b9207,,"Assuming a linear or quadratic equation has a solution, construct a convincing argument that justifies each step in the solution process"
dec67faf-4ddd-5268-94b7-7462b854dce7,,"Assuming a quadratic, square root, or inverse variation equation has a solution, construct a convincing argument that justifies each step in the solution process"
74b65cd2-9ddc-5362-a276-2d6dfa20b0bd,,Compare properties of two functions each represented in a different way
7e59ad79-91b7-53a7-98ec-c85624c7fc75,,"Identify the origin as the intersection of the x- and y-axes and the origin's coordinates as (0, 0)"
9a9aba52-8867-53e9-b129-9bdb51a5442b,,Interpret the x-coordinate of an ordered pair as the horizontal distance to travel along the x-axis from the origin
9f6772f5-1115-58c8-b53d-b5f26ccd0c9d,,Plot points on the coordinate plane given an ordered pair of whole-number coordinates
ccfcad8c-5c0e-5b3e-8c98-78b149ecdd97,,Interpret  the y-coordinate of an ordered pair as the vertical distance to travel along the y-axis from the origin
cf895e10-7702-59bb-9bc6-11e262f4c2f6,,Interpret the x-coordinate of an ordered pair as the distance to travel along the x-axis from the origin and the y-coordinate of an ordered pair as the distance to travel along the y-axis from the origin
d94abe72-3f88-5c8f-9fd5-40a0bd9471ec,,Identify an ordered pair of whole-number coordinates given a plotted point on a coordinate plane
2c71367f-ef95-5861-9ddc-19ceb055cd51,,"Measure the length of an object twice, using different length units for the two measurements"
b5092424-5b16-5a27-88d2-c36a19c2d170,,Describe how two measurements for the same object relate to the size of the units chosen
a0205dfb-18bc-51d1-8681-3594ee9b0cc3,,Identify lines of symmetry for two-dimensional figures
f67e0d53-c787-59d9-b9df-9f61ed12a82c,,Draw lines of symmetry for two-dimensional figures
c75962da-9a8e-53a7-81cc-b46d56f5100e,,Find a percent of a quantity as a rate per 100
e6525dd8-5e57-5c8a-abee-57f64d1c9eb4,,Solve problems involving finding the whole when given a part and the percent
67ca75ab-ff79-5c61-a49a-79c563ec0357,,Show that a number and its opposite are additive inverses
bffbcffa-74ab-5c1c-b96e-7944323f7cf6,,Interpret p + q as the number located a distance |q| from p in the positive or negative direction depending on whether q is positive or negative
f1f74202-77c6-5101-9dfa-fbedd982d46a,,"Interpret sums of rational numbers (fractions, decimals, and integers) by describing them with real-world contexts"
1797f847-4948-54a6-b32d-0e80d7d13379,,"Identify situations as either sample surveys, experiments, or observational studies"
3c254ec8-f706-550b-908b-7cc5c370476b,,"Understand how randomness is incorporated differently in sample surveys, observational studies, and experiments"
7877b807-727c-5912-add5-9e367cddb56a,,"Evaluate sample surveys, experiments, and observational studies with randomization by discuss the importance and impact of randomization in each"
a897237c-b860-5647-8f41-6e1ffd3ed645,,"Identify and explain the reason for using either a sample survey, experiment, or observational study"
06806313-cfe4-5d7d-9646-fdcf8520cadf,,Evaluate expressions at specific values of their variables in real-world contexts
5702c4ef-fbfc-533e-b5b5-a5cc126e7c3e,,Evaluate expressions at specific values of their variables in mathematical contexts
ceb07b7c-b1cf-52cc-97ee-192d8a291f90,,"Perform arithmetic operations, including those involving whole-number exponents and whole numbers, fractions, and/or decimals, using the order of operations"
4136d86b-ead5-54b8-9568-c4ce9b307bb8,,"Recognize that sequences, sometimes defined recursively, are functions whose domain is a subset of the set of integers"
20841568-a0c5-5660-bc25-2114f1a26074,,"Use the fact that i^2 = -1 and the associative, commutative, and distributive properties to add complex numbers"
3e099ccb-2e4d-5bbb-893b-5c5d424bbb91,,"Use the fact that i^2 = -1 and the associative, commutative, and distributive properties to multiply complex numbers"
9bb30e9d-2523-515c-ae94-e9d787def86d,,"Use the fact that i^2 = -1 and the associative, commutative, and distributive properties to subtract complex numbers"
522dfbfa-6e48-50e2-b8eb-dd95b5302e6b,,Measure angles in whole number degrees using a protractor
a25d6fc5-7af0-5d75-a2d2-b87306bd0fd3,,Sketch angles of a specified measure using a protractor
e650344b-f932-5f85-8c6b-abfa302759cf,,Compare the lengths of two objects indirectly by using a third object.
ef4dbab2-4db3-5955-8ae7-843fc7ee8479,,Order three objects by length.
32a33b2c-cdd1-58a7-a6f9-ce0b7c066d50,,"Add mixed numbers with like denominators (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
35f78f08-b9cd-5b93-af4a-3d5426a2b848,,Add mixed numbers with like denominators
80e84a1d-f17a-56d8-8196-cd5b35d12e88,,Subtract mixed numbers with like denominators
d688c51d-4261-5987-b2f6-28f694322f28,,"Subtract mixed numbers with like denominators (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
0bbc7349-8768-5a94-8461-b718a4547301,,Use the formula V=bh to find volumes of right rectangular prism with fractional edge lengths to solve real-world problems
1756aedc-6f52-52e3-a1c7-d46cfbba1a88,,Use the formula V=bh to find volumes of right rectangular prism with fractional edge lengths to solve mathematical problems
2a84aba3-bc85-5130-b97c-7002f6d4e147,,Use the formulas V=lwh and V=bh to find volumes of right rectangular prisms with fractional edge lengths to solve mathematical problems
319c693b-b89f-5532-8d83-d3e00a97dce3,,Use the formula V=lwh to find volumes of right rectangular prisms with fractional edge lengths to solve real-world problems
79258680-b81e-5e4e-ada6-19a72b43b8b5,,Find the volume of right rectangular prisms with fraction edge-lengths by packing it with unit cubes of the appropriate unit fraction edge lengths
e270cd96-fc42-5768-93ac-81c1a7e74069,,Use the formula V=lwh to find volumes of right rectangular prisms with fractional edge lengths to solve mathematical problems
f3bed57a-ac3f-5e4a-b50f-8395a58ba3b4,,Determine that finding the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes yields the same volume as multiplying the edge lengths
f873f320-ef6b-55f6-ab04-ce9b8dc30224,,Use the formulas V=lwh and V=bh to find volumes of right rectangular prisms with fractional edge lengths to solve real-world problems
44dc09a9-8b07-5eb8-bdb2-3b239e674a43,,Add vectors component-wise
b6b4a956-e309-56e1-8d17-d338ece55936,,Know that the magnitude of a sum of two vectors is not necessarily the sum of the magnitudes
c31befb3-d124-5627-935f-81e1a5899b7d,,Add vectors using the parallelogram rule
c53cbd6f-e69e-550d-834d-d5f4b168632d,,Add vectors end-to-end
109ac5cd-8a05-5f94-8bbb-001e3a91e3c8,,Use benchmark fractions to estimate and assess the reasonableness of answers resulting from fraction subtraction referring to the same whole
1f6b0f81-22fb-5021-975c-b3a00269a1e9,,Use benchmark fractions to estimate and assess the reasonableness of answers resulting from fraction addition referring to the same whole
4b749054-84a9-5279-bb7c-9ac485005421,,"Solve word problems involving addition of fractions referring to the same whole, including with different denominators"
ed662f1f-210b-5895-8841-60c021a792c2,,"Solve word problems involving subtraction of fractions referring to the same whole, including with different denominators"
7752d0b0-468b-5e2b-b641-965fb048340f,,Develop a uniform probability model
f578a7d0-3872-555d-9e67-0ec54d6f90a6,,Use a uniform probability model to find the probability of simple events
6e2f329c-31b1-5e5a-a47c-a953a00d3b4a,,Use the properties of similarity transformations to develop the criteria for proving similar triangles (the angle-angle criterion)
b716f398-9f80-5873-99a5-776d044f7987,,Use the properties of similarity transformations to develop the criteria for proving similar triangles
36838767-8df3-5ddc-836b-a4c5e196955d,,"Describe the reflections of a rectangle, parallelogram, trapezoid, or regular polygon that maps each figure onto itself "
45579d63-1687-52b1-b66c-e03d1277a5d6,,"Describe the rotations and reflections of a rectangle, parallelogram, trapezoid, or regular polygon that maps each figure onto itself "
f6b9c883-c03d-52da-bb06-db90937899ea,,"Describe the rotations of a rectangle, parallelogram, trapezoid, or regular polygon that maps each figure onto itself "
690addcb-a06c-5fa1-a4d0-0ea9499b9340,,"Add within 20, using strategies such as counting on, making ten, and creating equivalent but easier known sums."
a00966f2-bc3c-5b7d-9191-2a2f74f240e2,,Fluently add within 10
